timestamp;TIME;latitude;longitude;locked
20250715_153352.201240;20250715;0;0;searching
20250715_153352.528867;20250715;0;0;searching
20250715_153352.860067;20250715;0;0;searching
20250715_153353.182907;20250715;0;0;searching
20250715_153353.519573;20250715;0;0;searching
20250715_153353.849318;20250715;0;0;searching
20250715_153354.175007;20250715;0;0;searching
20250715_153354.500143;20250715;0;0;searching
20250715_153354.827856;20250715;0;0;searching
20250715_153355.153111;20250715;0;0;searching
20250715_153355.479993;20250715;0;0;searching
20250715_153355.815021;20250715;0;0;searching
20250715_153356.145757;20250715;0;0;searching
20250715_153356.476568;20250715;0;0;searching
20250715_153356.813707;20250715;45.87063;8.979436667;locked
20250715_153357.145591;20250715;0;0;searching
20250715_153357.477238;20250715;0;0;searching
20250715_153357.819308;20250715;0;0;searching
20250715_153358.158708;20250715;0;0;searching
20250715_153358.493043;20250715;0;0;searching
20250715_153358.825514;20250715;45.87066167;8.979356667;locked
20250715_153359.174737;20250715;0;0;searching
20250715_153359.510517;20250715;0;0;searching
20250715_153359.842619;20250715;0;0;searching
20250715_153400.173093;20250715;0;0;searching
20250715_153400.507195;20250715;0;0;searching
20250715_153400.846863;20250715;45.87069667;8.979268333;locked
20250715_153401.175961;20250715;0;0;searching
20250715_153401.507097;20250715;0;0;searching
20250715_153401.843118;20250715;0;0;searching
20250715_153402.173326;20250715;0;0;searching
20250715_153402.504462;20250715;0;0;searching
20250715_153402.839686;20250715;45.87074167;8.979183333;locked
20250715_153403.177803;20250715;0;0;searching
20250715_153403.543466;20250715;0;0;searching
20250715_153403.912617;20250715;0;0;searching
20250715_153404.253286;20250715;0;0;searching
20250715_153404.597448;20250715;0;0;searching
20250715_153404.922254;20250715;45.87075667;8.979161667;locked
20250715_153405.250536;20250715;0;0;searching
20250715_153405.584828;20250715;0;0;searching
20250715_153405.917573;20250715;0;0;searching
20250715_153406.266705;20250715;0;0;searching
20250715_153406.611659;20250715;0;0;searching
20250715_153406.934085;20250715;45.87077333;8.979138333;locked
20250715_153407.271670;20250715;0;0;searching
20250715_153407.603322;20250715;0;0;searching
20250715_153407.933967;20250715;0;0;searching
20250715_153408.263045;20250715;0;0;searching
20250715_153408.585118;20250715;0;0;searching
20250715_153408.922159;20250715;45.870785;8.979125;locked
20250715_153409.259004;20250715;0;0;searching
20250715_153409.584545;20250715;0;0;searching
20250715_153409.915691;20250715;0;0;searching
20250715_153410.241127;20250715;0;0;searching
20250715_153410.570679;20250715;0;0;searching
20250715_153410.900986;20250715;45.87080167;8.979106667;locked
20250715_153411.245533;20250715;0;0;searching
20250715_153411.599691;20250715;0;0;searching
20250715_153411.927856;20250715;0;0;searching
20250715_153412.264006;20250715;0;0;searching
20250715_153412.598913;20250715;0;0;searching
20250715_153412.926633;20250715;0;0;searching
20250715_153413.264390;20250715;0;0;searching
