timestamp,latitude,longitude,locked
20250715_153439.701477,0.0,0.0,searching
20250715_153440.030246,0.0,0.0,searching
20250715_153440.369509,45.87076333333333,8.978943333333332,locked
20250715_153440.695222,0.0,0.0,searching
20250715_153441.024531,0.0,0.0,searching
20250715_153441.360583,0.0,0.0,searching
20250715_153441.716310,0.0,0.0,searching
20250715_153442.047611,0.0,0.0,searching
20250715_153442.380897,45.87075166666667,8.978933333333334,locked
20250715_153442.713589,0.0,0.0,searching
20250715_153443.049827,0.0,0.0,searching
20250715_153443.383970,0.0,0.0,searching
20250715_153443.722599,0.0,0.0,searching
20250715_153444.054462,0.0,0.0,searching
20250715_153444.404016,45.87073999999999,8.978925,locked
20250715_153444.732077,0.0,0.0,searching
20250715_153445.062505,0.0,0.0,searching
20250715_153445.387892,0.0,0.0,searching
20250715_153445.715492,0.0,0.0,searching
20250715_153446.041874,0.0,0.0,searching
20250715_153446.367857,45.87073166666667,8.978918333333333,locked
20250715_153446.712475,0.0,0.0,searching
20250715_153447.047052,0.0,0.0,searching
20250715_153447.380120,0.0,0.0,searching
20250715_153447.713144,0.0,0.0,searching
20250715_153448.042693,0.0,0.0,searching
20250715_153448.377694,45.87072,8.978906666666667,locked
20250715_153448.711231,0.0,0.0,searching
20250715_153449.039722,0.0,0.0,searching
20250715_153449.377911,0.0,0.0,searching
20250715_153449.708738,0.0,0.0,searching
20250715_153450.042499,0.0,0.0,searching
20250715_153450.373169,45.870709999999995,8.978898333333332,locked
20250715_153450.706877,0.0,0.0,searching
20250715_153451.035336,0.0,0.0,searching
20250715_153451.363538,0.0,0.0,searching
20250715_153451.717362,0.0,0.0,searching
20250715_153452.057243,0.0,0.0,searching
20250715_153452.389782,45.87069833333333,8.97889,locked
20250715_153452.722645,0.0,0.0,searching
20250715_153453.052228,0.0,0.0,searching
20250715_153453.394043,0.0,0.0,searching
20250715_153453.723692,0.0,0.0,searching
20250715_153454.056673,0.0,0.0,searching
20250715_153454.385487,45.870689999999996,8.978876666666668,locked
20250715_153454.714487,0.0,0.0,searching
20250715_153455.047980,0.0,0.0,searching
20250715_153455.375196,0.0,0.0,searching
20250715_153455.727912,0.0,0.0,searching
20250715_153456.070816,0.0,0.0,searching
20250715_153456.410688,45.87068333333333,8.978865,locked
20250715_153456.777741,0.0,0.0,searching
20250715_153457.110384,0.0,0.0,searching
20250715_153457.463118,0.0,0.0,searching
20250715_153457.850587,0.0,0.0,searching
20250715_153458.190479,0.0,0.0,searching
20250715_153458.527718,45.870671666666674,8.978856666666667,locked
20250715_153458.858241,0.0,0.0,searching
20250715_153459.195258,0.0,0.0,searching
20250715_153459.533564,0.0,0.0,searching
20250715_153459.867678,0.0,0.0,searching
20250715_153500.213931,0.0,0.0,searching
20250715_153500.554944,45.870668333333334,8.978848333333334,locked
20250715_153500.891465,0.0,0.0,searching
20250715_153501.242645,0.0,0.0,searching
20250715_153501.632928,0.0,0.0,searching
20250715_153501.969827,0.0,0.0,searching
20250715_153502.306878,0.0,0.0,searching
20250715_153502.636505,45.87066333333334,8.978836666666666,locked
20250715_153502.964951,0.0,0.0,searching
20250715_153503.294217,0.0,0.0,searching
20250715_153503.634116,0.0,0.0,searching
20250715_153503.963938,0.0,0.0,searching
20250715_153504.299285,0.0,0.0,searching
20250715_153504.629542,45.87065333333333,8.978821666666667,locked
20250715_153504.956839,0.0,0.0,searching
20250715_153505.290113,0.0,0.0,searching
20250715_153505.618648,0.0,0.0,searching
20250715_153505.928033,0.0,0.0,searching
20250715_153506.241155,0.0,0.0,searching
20250715_153506.578348,45.87064333333333,8.978811666666667,locked
20250715_153506.891096,0.0,0.0,searching
20250715_153507.205006,0.0,0.0,searching
20250715_153507.515292,0.0,0.0,searching
20250715_153507.826649,0.0,0.0,searching
20250715_153508.135669,0.0,0.0,searching
20250715_153508.450928,45.87064999999999,8.97879,locked
20250715_153508.770798,0.0,0.0,searching
20250715_153509.081822,0.0,0.0,searching
20250715_153509.397477,0.0,0.0,searching
20250715_153509.710767,0.0,0.0,searching
20250715_153510.030374,0.0,0.0,searching
20250715_153510.346478,45.87065166666666,8.978773333333333,locked
20250715_153510.656566,0.0,0.0,searching
20250715_153511.070309,0.0,0.0,searching
20250715_153511.382077,0.0,0.0,searching
